order_id,user_id,order_date,total_amount,order_status
115,39,2024-06-22 18:53:52,341.98,已完成
116,39,2024-06-22 18:53:52,2002.37,已完成
117,39,2024-06-22 18:53:52,1771.68,已完成
118,39,2024-06-22 18:53:52,2763.83,已完成
119,39,2024-06-22 18:53:52,4013.33,已完成
120,40,2024-08-04 03:55:56,6105.02,已完成
121,40,2024-08-04 03:55:56,21099.21,已完成
122,40,2024-08-04 03:55:56,30920.18,已完成
123,40,2024-08-04 03:55:56,36760.43,已完成
124,41,2025-04-10 12:39:34,116.23,已完成
125,41,2025-04-10 12:39:34,4297.97,已完成
126,41,2025-04-10 12:39:34,16757.09,已完成
127,42,2024-11-28 09:10:11,4739.23,已完成
128,42,2024-11-28 09:10:11,11266.38,已完成
129,42,2024-11-28 09:10:11,10456.17,已完成
130,43,2025-11-21 17:27:12,6.71,已取消
131,43,2025-11-21 17:27:12,73.67,已取消
132,44,2025-06-15 02:25:33,412.06,已取消
133,44,2025-06-15 02:25:33,206.03,已取消
134,44,2025-06-15 02:25:33,2089.0,已取消
135,45,2025-05-23 12:12:12,188.37,已取消
136,45,2025-05-23 12:12:12,117.98,已取消
137,45,2025-05-23 12:12:12,298.68,已取消
138,45,2025-05-23 12:12:12,298.68,已取消
139,46,2025-12-13 13:13:46,11.24,已取消
140,46,2025-12-13 13:13:46,14.05,已取消
141,47,2024-06-25 16:47:42,2841.87,已完成
142,47,2024-06-25 16:47:42,2061.15,已完成
143,47,2024-06-25 16:47:42,3436.57,已完成
144,47,2024-06-25 16:47:42,6560.09,已完成
145,47,2024-06-25 16:47:42,6674.46,已完成
146,48,2024-11-06 07:24:21,37092.07,已完成
147,49,2024-10-30 15:53:12,7938.72,已完成
148,49,2024-10-30 15:53:12,16122.3,已完成
149,50,2026-04-20 22:17:04,18639.73,已支付
150,50,2026-04-20 22:17:04,10802.85,已支付
151,51,2025-05-24 21:42:14,230.63,已取消
152,51,2025-05-24 21:42:14,240.51,已取消
153,51,2025-05-24 21:42:14,826.74,已取消
154,51,2025-05-24 21:42:14,826.74,已取消
155,51,2025-05-24 21:42:14,1336.02,已取消
156,52,2025-05-19 18:17:11,18618.58,已完成
157,52,2025-05-19 18:17:11,44110.55,已完成
158,53,2025-10-19 02:33:50,46.76,已取消
159,54,2026-03-23 19:49:55,14078.28,已支付
160,54,2026-03-23 19:49:55,8927.53,已支付
161,54,2026-03-23 19:49:55,12216.53,已支付
162,54,2026-03-23 19:49:55,26112.17,已支付
163,54,2026-03-23 19:49:55,18564.63,已支付
164,55,2025-01-26 22:07:10,20947.2,已完成
165,55,2025-01-26 22:07:10,22003.29,已完成
166,55,2025-01-26 22:07:10,26852.88,已完成
167,55,2025-01-26 22:07:10,23900.03,已完成
168,56,2026-01-08 17:21:39,1091.36,已取消
169,56,2026-01-08 17:21:39,3395.91,已取消
170,56,2026-01-08 17:21:39,3542.3,已取消
171,56,2026-01-08 17:21:39,2316.84,已取消
172,57,2025-01-11 07:02:56,180.34,已取消
173,58,2026-02-22 18:42:53,1503.39,已完成
174,58,2026-02-22 18:42:53,4009.57,已完成
175,58,2026-02-22 18:42:53,3772.31,已完成
176,59,2024-12-06 14:16:02,1353.07,已完成
177,59,2024-12-06 14:16:02,5133.94,已完成
178,60,2026-02-16 18:30:39,20.06,已取消
179,60,2026-02-16 18:30:39,693.69,已取消
180,60,2026-02-16 18:30:39,865.86,已取消
181,61,2024-10-07 23:32:28,104.82,已完成
182,61,2024-10-07 23:32:28,41749.75,已完成
183,62,2026-04-23 20:36:53,1703.9,已支付
184,62,2026-04-23 20:36:53,2642.66,已支付
185,63,2025-05-12 23:07:43,14464.2,已完成
186,63,2025-05-12 23:07:43,25733.29,已完成
187,64,2025-12-25 18:30:20,131.18,已取消
188,65,2025-08-06 16:27:54,12990.06,已完成
189,65,2025-08-06 16:27:54,14037.66,已完成
190,65,2025-08-06 16:27:54,10151.23,已完成
191,65,2025-08-06 16:27:54,9357.67,已完成
192,65,2025-08-06 16:27:54,24682.72,已完成
193,66,2025-10-11 15:02:11,3669.71,已完成
194,67,2026-05-14 19:15:43,985.7,已完成
195,67,2026-05-14 19:15:43,2318.34,已完成
196,67,2026-05-14 19:15:43,4510.74,已完成
197,68,2025-11-22 19:03:07,36.72,已取消
198,68,2025-11-22 19:03:07,1459.79,已取消
199,68,2025-11-22 19:03:07,754.74,已取消
200,68,2025-11-22 19:03:07,2369.03,已取消
201,68,2025-11-22 19:03:07,1938.34,已取消
202,69,2025-03-16 14:40:49,5517.87,已完成
203,69,2025-03-16 14:40:49,13469.83,已完成
204,70,2025-08-23 13:58:23,198.28,已完成
205,70,2025-08-23 13:58:23,7568.9,已完成
206,70,2025-08-23 13:58:23,24087.14,已完成
207,70,2025-08-23 13:58:23,36522.15,已完成
208,71,2025-06-26 10:24:13,167.64,已取消
209,71,2025-06-26 10:24:13,990.87,已取消
210,71,2025-06-26 10:24:13,1713.76,已取消
211,71,2025-06-26 10:24:13,3170.82,已取消
212,72,2024-12-11 14:22:54,1903.02,已完成
213,72,2024-12-11 14:22:54,19318.83,已完成
214,72,2024-12-11 14:22:54,40887.75,已完成
215,72,2024-12-11 14:22:54,83407.64,已完成
216,72,2024-12-11 14:22:54,82061.85,已完成
217,73,2026-01-02 23:11:21,83.79,已支付
218,74,2024-11-01 21:30:36,1434.56,已完成
219,74,2024-11-01 21:30:36,5616.67,已完成
220,75,2026-01-24 16:35:27,8496.11,已支付
221,75,2026-01-24 16:35:27,17776.51,已支付
222,75,2026-01-24 16:35:27,20753.69,已支付
223,75,2026-01-24 16:35:27,39851.69,已支付
224,76,2024-10-21 20:19:50,15087.28,已完成
225,76,2024-10-21 20:19:50,7543.64,已完成
226,76,2024-10-21 20:19:50,16000.68,已完成
227,76,2024-10-21 20:19:50,19555.81,已完成
228,76,2024-10-21 20:19:50,21284.16,已完成
229,77,2025-06-16 12:19:13,5678.74,已完成
230,77,2025-06-16 12:19:13,7051.17,已完成
231,77,2025-06-16 12:19:13,26612.77,已完成
232,77,2025-06-16 12:19:13,16849.28,已完成
233,77,2025-06-16 12:19:13,22582.96,已完成
234,78,2024-10-08 21:46:51,8963.58,已完成
235,79,2024-07-29 19:39:49,1472.02,已支付
236,80,2026-04-03 12:28:23,903.57,已完成
237,80,2026-04-03 12:28:23,6247.74,已完成
238,80,2026-04-03 12:28:23,15494.89,已完成
239,81,2025-06-22 19:18:17,920.71,已完成
240,81,2025-06-22 19:18:17,920.71,已完成
241,81,2025-06-22 19:18:17,8772.89,已完成
242,81,2025-06-22 19:18:17,7898.26,已完成
243,81,2025-06-22 19:18:17,6977.56,已完成
244,82,2025-03-02 19:21:26,9158.69,已完成
245,82,2025-03-02 19:21:26,53542.84,已完成
246,82,2025-03-02 19:21:26,57042.02,已完成
247,82,2025-03-02 19:21:26,36427.2,已完成
248,82,2025-03-02 19:21:26,56615.77,已完成
249,83,2024-09-29 07:21:47,222.47,已完成
250,83,2024-09-29 07:21:47,2941.54,已完成
251,83,2024-09-29 07:21:47,15457.79,已完成
252,84,2026-03-15 17:45:19,1762.4,已完成
253,85,2025-11-12 17:58:02,191.31,已完成
254,85,2025-11-12 17:58:02,11371.79,已完成
255,85,2025-11-12 17:58:02,17913.7,已完成
256,85,2025-11-12 17:58:02,18674.97,已完成
257,85,2025-11-12 17:58:02,20234.46,已完成
258,86,2025-01-12 23:26:02,6371.71,已支付
259,86,2025-01-12 23:26:02,14384.46,已支付
260,86,2025-01-12 23:26:02,50544.67,已支付
261,86,2025-01-12 23:26:02,29677.42,已支付
262,86,2025-01-12 23:26:02,60217.31,已支付
263,87,2026-01-02 22:03:11,914.1,已完成
264,87,2026-01-02 22:03:11,2498.12,已完成
265,87,2026-01-02 22:03:11,3732.74,已完成
266,87,2026-01-02 22:03:11,2330.54,已完成
267,88,2025-06-13 07:30:20,251.08,已取消
268,88,2025-06-13 07:30:20,1437.8,已取消
269,88,2025-06-13 07:30:20,1669.69,已取消
270,88,2025-06-13 07:30:20,1681.17,已取消
271,89,2024-05-26 11:19:35,39.27,已取消
272,89,2024-05-26 11:19:35,58.22,已取消
273,90,2024-11-17 20:50:55,3085.69,已完成
274,90,2024-11-17 20:50:55,10392.3,已完成
275,91,2026-04-25 18:49:41,11404.7,已完成
276,91,2026-04-25 18:49:41,12240.84,已完成
277,91,2026-04-25 18:49:41,16593.31,已完成
278,91,2026-04-25 18:49:41,17531.77,已完成
279,91,2026-04-25 18:49:41,27276.59,已完成
280,92,2025-11-18 09:41:15,757.66,已完成
281,92,2025-11-18 09:41:15,30595.51,已完成
282,92,2025-11-18 09:41:15,36145.86,已完成
283,92,2025-11-18 09:41:15,52593.6,已完成
284,93,2024-06-10 06:36:35,137.42,已取消
285,93,2024-06-10 06:36:35,275.25,已取消
286,93,2024-06-10 06:36:35,499.15,已取消
287,93,2024-06-10 06:36:35,556.28,已取消
288,94,2025-10-07 23:32:50,414.0,已完成
289,94,2025-10-07 23:32:50,32134.07,已完成
290,95,2025-04-17 09:55:02,1557.08,已取消
291,96,2024-05-25 19:51:20,1813.39,已完成
292,96,2024-05-25 19:51:20,2646.49,已完成
293,96,2024-05-25 19:51:20,3657.17,已完成
294,96,2024-05-25 19:51:20,6775.51,已完成
295,97,2025-06-12 21:39:38,393.19,已取消
296,97,2025-06-12 21:39:38,1912.74,已取消
297,97,2025-06-12 21:39:38,1054.67,已取消
298,97,2025-06-12 21:39:38,3605.81,已取消
299,97,2025-06-12 21:39:38,3635.94,已取消
300,98,2025-07-03 21:33:13,2013.66,已支付
301,98,2025-07-03 21:33:13,24359.79,已支付
302,99,2025-01-10 19:26:50,16653.91,已支付
303,99,2025-01-10 19:26:50,56964.37,已支付
304,99,2025-01-10 19:26:50,40606.13,已支付
305,100,2024-07-28 05:25:49,7817.19,已支付
306,100,2024-07-28 05:25:49,21674.84,已支付
307,100,2024-07-28 05:25:49,27835.76,已支付
308,100,2024-07-28 05:25:49,26275.52,已支付
309,100,2024-07-28 05:25:49,33464.69,已支付
310,101,2025-11-07 23:49:18,664.54,已取消
311,101,2025-11-07 23:49:18,2549.95,已取消
312,101,2025-11-07 23:49:18,2605.93,已取消
313,101,2025-11-07 23:49:18,5098.56,已取消
314,101,2025-11-07 23:49:18,6982.62,已取消
315,102,2025-01-06 12:39:42,3344.5,已取消
316,102,2025-01-06 12:39:42,4790.2,已取消
317,102,2025-01-06 12:39:42,2477.13,已取消
318,102,2025-01-06 12:39:42,3411.23,已取消
319,102,2025-01-06 12:39:42,3358.12,已取消
320,103,2025-03-29 18:59:51,9193.89,已完成
321,103,2025-03-29 18:59:51,11337.53,已完成
322,103,2025-03-29 18:59:51,11711.49,已完成
323,103,2025-03-29 18:59:51,22343.24,已完成
324,104,2024-12-20 21:14:41,402.31,已取消
325,105,2026-05-11 23:13:26,3853.93,已完成
326,105,2026-05-11 23:13:26,11036.87,已完成
327,105,2026-05-11 23:13:26,49950.95,已完成
328,106,2025-09-20 19:26:53,170.48,已取消
329,106,2025-09-20 19:26:53,679.86,已取消
330,107,2025-04-30 20:44:53,409.19,已完成
331,107,2025-04-30 20:44:53,34052.46,已完成
332,107,2025-04-30 20:44:53,20502.7,已完成
333,108,2025-09-15 20:39:02,3391.36,已支付
334,108,2025-09-15 20:39:02,3466.38,已支付
335,108,2025-09-15 20:39:02,23116.36,已支付
336,108,2025-09-15 20:39:02,61417.99,已支付
337,108,2025-09-15 20:39:02,44314.52,已支付
338,109,2025-06-08 19:34:18,2008.88,已取消
339,109,2025-06-08 19:34:18,2023.43,已取消
340,109,2025-06-08 19:34:18,2074.35,已取消
341,110,2025-04-08 15:32:16,157.0,已完成
342,110,2025-04-08 15:32:16,1098.51,已完成
343,110,2025-04-08 15:32:16,10243.44,已完成
344,111,2024-08-15 04:39:21,114.41,已完成
345,111,2024-08-15 04:39:21,16817.22,已完成
346,111,2024-08-15 04:39:21,17047.59,已完成
347,111,2024-08-15 04:39:21,32008.63,已完成
348,112,2025-09-06 04:43:06,1742.89,已取消
349,112,2025-09-06 04:43:06,1759.73,已取消
350,113,2025-01-04 19:12:39,236.5,已支付
351,113,2025-01-04 19:12:39,43584.87,已支付
352,114,2025-11-18 10:14:12,150.11,已支付
353,115,2025-04-11 15:03:21,740.73,已完成
354,115,2025-04-11 15:03:21,3996.28,已完成
355,115,2025-04-11 15:03:21,4233.9,已完成
356,115,2025-04-11 15:03:21,10245.97,已完成
357,115,2025-04-11 15:03:21,25941.29,已完成
358,116,2026-03-30 18:51:15,20537.33,已支付
359,116,2026-03-30 18:51:15,47437.42,已支付
360,117,2025-08-31 22:56:54,9388.96,已完成
361,117,2025-08-31 22:56:54,16483.11,已完成
362,117,2025-08-31 22:56:54,28899.23,已完成
363,117,2025-08-31 22:56:54,35608.2,已完成
364,117,2025-08-31 22:56:54,51844.43,已完成
365,118,2026-01-02 23:00:50,1573.32,已完成
366,118,2026-01-02 23:00:50,15290.82,已完成
367,119,2025-06-29 22:29:12,6782.48,已支付
368,120,2025-02-26 12:38:15,1909.82,已支付
369,121,2024-12-24 13:11:33,3086.6,已完成
370,121,2024-12-24 13:11:33,1793.62,已完成
371,122,2024-12-16 22:04:12,2880.73,已完成
372,122,2024-12-16 22:04:12,5693.13,已完成
373,122,2024-12-16 22:04:12,7045.6,已完成
374,123,2024-07-07 20:35:59,1333.71,已取消
375,123,2024-07-07 20:35:59,2371.44,已取消
376,123,2024-07-07 20:35:59,1710.45,已取消
377,124,2025-03-05 21:40:33,28.17,已取消
378,124,2025-03-05 21:40:33,185.87,已取消
379,124,2025-03-05 21:40:33,3408.8,已取消
380,124,2025-03-05 21:40:33,2933.96,已取消
381,124,2025-03-05 21:40:33,4569.03,已取消
382,125,2024-06-09 23:49:06,1891.5,已完成
383,125,2024-06-09 23:49:06,19172.4,已完成
384,125,2024-06-09 23:49:06,22323.29,已完成
385,125,2024-06-09 23:49:06,34533.28,已完成
386,126,2025-01-25 09:04:54,30877.76,已完成
387,127,2025-11-09 05:44:52,235.56,已完成
388,127,2025-11-09 05:44:52,589.5,已完成
389,128,2025-07-11 22:33:03,13387.89,已支付
390,128,2025-07-11 22:33:03,14856.58,已支付
391,128,2025-07-11 22:33:03,20573.48,已支付
392,128,2025-07-11 22:33:03,26290.38,已支付
393,128,2025-07-11 22:33:03,19742.6,已支付
394,129,2025-11-23 22:47:04,1861.99,已完成
395,129,2025-11-23 22:47:04,19383.77,已完成
396,129,2025-11-23 22:47:04,25399.48,已完成
397,130,2024-07-27 22:58:09,95.37,已取消
398,130,2024-07-27 22:58:09,206.81,已取消
399,130,2024-07-27 22:58:09,504.81,已取消
400,131,2025-01-19 04:50:43,6938.84,已支付
401,131,2025-01-19 04:50:43,16940.49,已支付
402,131,2025-01-19 04:50:43,20199.55,已支付
403,131,2025-01-19 04:50:43,29008.03,已支付
404,131,2025-01-19 04:50:43,37343.89,已支付
405,132,2025-12-07 17:37:01,31468.63,已完成
406,132,2025-12-07 17:37:01,37277.25,已完成
407,133,2025-02-14 15:55:00,7108.87,已完成
408,134,2024-11-15 16:05:42,8475.51,已完成
409,134,2024-11-15 16:05:42,17335.65,已完成
410,135,2026-04-01 22:12:38,2786.34,已支付
411,135,2026-04-01 22:12:38,1467.49,已支付
412,135,2026-04-01 22:12:38,4516.69,已支付
413,135,2026-04-01 22:12:38,5388.32,已支付
414,135,2026-04-01 22:12:38,9080.92,已支付
415,136,2025-08-01 11:31:56,7706.4,已完成
416,136,2025-08-01 11:31:56,16216.27,已完成
417,136,2025-08-01 11:31:56,12844.61,已完成
418,136,2025-08-01 11:31:56,20551.01,已完成
419,136,2025-08-01 11:31:56,17981.91,已完成
420,137,2025-12-11 13:43:30,3298.31,已取消
421,137,2025-12-11 13:43:30,1661.11,已取消
422,138,2025-03-19 21:05:10,16.52,已取消
423,139,2024-06-28 22:19:07,11475.86,已支付
424,139,2024-06-28 22:19:07,12951.97,已支付
425,139,2024-06-28 22:19:07,19193.63,已支付
426,140,2024-07-12 23:38:42,279.43,已取消
427,140,2024-07-12 23:38:42,150.9,已取消
428,140,2024-07-12 23:38:42,828.87,已取消
429,140,2024-07-12 23:38:42,1126.25,已取消
430,141,2024-08-21 01:31:57,207.94,已完成
431,141,2024-08-21 01:31:57,323.41,已完成
432,142,2025-08-29 20:27:19,5168.64,已完成
433,142,2025-08-29 20:27:19,22247.82,已完成
434,142,2025-08-29 20:27:19,25148.56,已完成
435,142,2025-08-29 20:27:19,43960.44,已完成
436,143,2025-06-27 23:52:24,611.77,已支付
437,143,2025-06-27 23:52:24,6751.61,已支付
438,143,2025-06-27 23:52:24,8422.42,已支付
439,143,2025-06-27 23:52:24,11470.61,已支付
440,144,2024-12-13 12:52:15,5208.43,已完成
441,144,2024-12-13 12:52:15,5476.23,已完成
442,144,2024-12-13 12:52:15,24247.89,已完成
443,144,2024-12-13 12:52:15,24647.22,已完成
444,145,2026-04-07 20:21:05,3979.5,已完成
445,146,2024-10-14 13:28:33,3246.63,已完成
446,146,2024-10-14 13:28:33,4189.44,已完成
447,146,2024-10-14 13:28:33,41363.63,已完成
448,146,2024-10-14 13:28:33,23202.69,已完成
449,146,2024-10-14 13:28:33,47446.6,已完成
450,147,2026-05-03 23:59:00,1733.02,已取消
451,147,2026-05-03 23:59:00,3792.68,已取消
452,148,2024-07-21 19:18:18,3060.86,已完成
453,148,2024-07-21 19:18:18,3252.89,已完成
454,149,2025-08-17 19:10:06,315.71,已完成
455,149,2025-08-17 19:10:06,1627.17,已完成
456,149,2025-08-17 19:10:06,11654.29,已完成
457,150,2024-11-21 23:28:32,15.67,已取消
458,150,2024-11-21 23:28:32,112.05,已取消
459,150,2024-11-21 23:28:32,1313.0,已取消
460,151,2026-04-25 21:28:05,1085.49,已取消
461,151,2026-04-25 21:28:05,3293.83,已取消
462,151,2026-04-25 21:28:05,1923.84,已取消
463,152,2025-07-26 17:38:04,179.21,已完成
464,152,2025-07-26 17:38:04,298.6,已完成
465,152,2025-07-26 17:38:04,2614.74,已完成
466,153,2025-11-07 17:03:18,129.77,已取消
467,153,2025-11-07 17:03:18,1596.13,已取消
468,153,2025-11-07 17:03:18,1625.71,已取消
469,154,2025-02-20 18:17:17,848.57,已完成
470,155,2025-07-24 21:36:33,3363.32,已完成
471,155,2025-07-24 21:36:33,3427.42,已完成
472,155,2025-07-24 21:36:33,11395.8,已完成
473,156,2024-12-31 18:37:12,1315.05,已完成
474,156,2024-12-31 18:37:12,4109.38,已完成
475,156,2024-12-31 18:37:12,19210.12,已完成
476,157,2025-04-04 19:24:31,1265.64,已取消
477,157,2025-04-04 19:24:31,957.97,已取消
478,157,2025-04-04 19:24:31,926.44,已取消
479,158,2026-03-17 19:47:46,575.16,已取消
480,158,2026-03-17 19:47:46,575.16,已取消
481,158,2026-03-17 19:47:46,583.04,已取消
482,158,2026-03-17 19:47:46,1912.72,已取消
483,158,2026-03-17 19:47:46,1329.68,已取消
484,159,2026-01-17 23:45:06,14267.88,已完成
485,159,2026-01-17 23:45:06,14413.79,已完成
486,159,2026-01-17 23:45:06,17295.38,已完成
487,160,2024-06-20 22:27:58,362.99,已完成
488,161,2024-12-13 12:10:52,1735.66,已完成
489,162,2025-12-01 23:12:01,1423.87,已支付
490,162,2025-12-01 23:12:01,1683.98,已支付
491,162,2025-12-01 23:12:01,33133.82,已支付
492,163,2025-01-13 18:35:16,14099.99,已完成
493,163,2025-01-13 18:35:16,15701.32,已完成
494,163,2025-01-13 18:35:16,16655.92,已完成
495,163,2025-01-13 18:35:16,9489.84,已完成
496,164,2024-09-20 18:13:41,202.17,已取消
497,164,2024-09-20 18:13:41,955.76,已取消
498,165,2024-05-26 22:34:18,1383.9,已完成
499,165,2024-05-26 22:34:18,5746.6,已完成
500,165,2024-05-26 22:34:18,6510.79,已完成
501,165,2024-05-26 22:34:18,6682.48,已完成
502,166,2025-12-01 20:28:42,112.7,已完成
503,166,2025-12-01 20:28:42,2162.49,已完成
504,167,2025-05-03 07:24:33,5130.13,已完成
505,167,2025-05-03 07:24:33,8867.96,已完成
506,167,2025-05-03 07:24:33,18505.38,已完成
507,168,2024-08-29 08:06:15,169.7,已取消
508,168,2024-08-29 08:06:15,3110.38,已取消
509,168,2024-08-29 08:06:15,1665.01,已取消
510,168,2024-08-29 08:06:15,3323.2,已取消
511,168,2024-08-29 08:06:15,2099.77,已取消
512,169,2025-03-20 12:52:14,196.57,已取消
513,169,2025-03-20 12:52:14,598.4,已取消
514,170,2024-10-06 13:26:37,5361.93,已完成
515,170,2024-10-06 13:26:37,5518.27,已完成
516,170,2024-10-06 13:26:37,6074.3,已完成
517,170,2024-10-06 13:26:37,7535.25,已完成
518,171,2024-11-19 11:01:18,4430.25,已完成
519,171,2024-11-19 11:01:18,4763.91,已完成
520,171,2024-11-19 11:01:18,6688.32,已完成
521,171,2024-11-19 11:01:18,7665.05,已完成
522,172,2025-10-13 13:44:05,17384.91,已完成
523,172,2025-10-13 13:44:05,77908.02,已完成
524,173,2025-06-02 22:37:04,948.22,已完成
525,173,2025-06-02 22:37:04,8088.74,已完成
526,173,2025-06-02 22:37:04,4610.16,已完成
527,174,2025-02-28 18:00:52,15109.0,已完成
528,174,2025-02-28 18:00:52,16369.03,已完成
529,174,2025-02-28 18:00:52,12276.2,已完成
530,174,2025-02-28 18:00:52,24339.88,已完成
531,174,2025-02-28 18:00:52,21329.54,已完成
532,175,2025-06-07 07:49:58,1695.72,已取消
533,175,2025-06-07 07:49:58,2089.39,已取消
534,176,2024-10-09 18:51:06,785.24,已取消
535,176,2024-10-09 18:51:06,2269.28,已取消
536,177,2026-04-30 23:37:45,11855.77,已完成
537,177,2026-04-30 23:37:45,13558.61,已完成
538,178,2025-04-10 20:12:30,7371.78,已完成
539,178,2025-04-10 20:12:30,15071.17,已完成
540,178,2025-04-10 20:12:30,17357.92,已完成
541,178,2025-04-10 20:12:30,17667.66,已完成
