product_id,product_name,category,price
147,服装_147,服装,156.17
148,服装_148,服装,763.09
149,食品_149,食品,275.93
150,手机_150,手机,9895.85
151,耳机_151,耳机,1596.6
152,服装_152,服装,256.48
153,服装_153,服装,504.22
154,食品_154,食品,132.66
155,手机_155,手机,8734.74
156,耳机_156,耳机,2481.68
157,耳机_157,耳机,402.7
158,食品_158,食品,187.36
159,手机_159,手机,5321.83
160,耳机_160,耳机,1932.47
161,耳机_161,耳机,1662.67
162,食品_162,食品,235.83
163,耳机_163,耳机,1073.66
164,电脑_164,电脑,16717.21
165,食品_165,食品,224.74
166,食品_166,食品,60.77
167,耳机_167,耳机,2020.69
168,服装_168,服装,220.19
169,家电_169,家电,564.7
170,家电_170,家电,5352.06
171,服装_171,服装,165.07
172,电脑_172,电脑,14082.4
173,家电_173,家电,8159.19
174,服装_174,服装,911.59
175,电脑_175,电脑,8128.97
176,电脑_176,电脑,4154.29
177,服装_177,服装,503.0
178,电脑_178,电脑,12826.53
179,家电_179,家电,4693.94
180,食品_180,食品,80.68
181,家电_181,家电,4687.61
182,电脑_182,电脑,18610.69
183,服装_183,服装,884.38
184,食品_184,食品,207.95
185,耳机_185,耳机,920.71
186,手机_186,手机,11878.77
187,手机_187,手机,4052.55
188,手机_188,手机,12585.09
189,食品_189,食品,271.01
190,家电_190,家电,1366.24
191,家电_191,家电,2129.57
192,服装_192,服装,341.05
193,手机_193,手机,8167.72
194,电脑_194,电脑,10097.63
195,家电_195,家电,7074.66
196,电脑_196,电脑,5879.16
197,食品_197,食品,127.31
198,食品_198,食品,284.03
199,电脑_199,电脑,5459.1
200,手机_200,手机,7422.66
201,电脑_201,电脑,17381.39
202,食品_202,食品,104.24
203,家电_203,家电,7263.26
204,手机_204,手机,5482.39
205,家电_205,家电,4156.18
206,手机_206,手机,10542.2
207,耳机_207,耳机,2698.56
208,耳机_208,耳机,2543.68
209,家电_209,家电,952.0
210,家电_210,家电,3783.68
211,手机_211,手机,14072.3
212,服装_212,服装,353.75
213,耳机_213,耳机,1365.72
214,食品_214,食品,15.08
215,家电_215,家电,9676.72
216,耳机_216,耳机,645.22
217,电脑_217,电脑,14192.44
218,耳机_218,耳机,115.65
219,手机_219,手机,5335.53
220,耳机_220,耳机,246.06
221,服装_221,服装,434.17
222,手机_222,手机,10912.87
223,食品_223,食品,79.96
224,电脑_224,电脑,7610.03
225,电脑_225,电脑,15571.3
226,手机_226,手机,9408.44
227,电脑_227,电脑,19661.5
228,电脑_228,电脑,12716.69
229,食品_229,食品,91.69
230,服装_230,服装,65.46
231,电脑_231,电脑,5362.44
232,电脑_232,电脑,5429.09
233,耳机_233,耳机,1274.15
234,服装_234,服装,249.01
235,食品_235,食品,94.44
236,家电_236,家电,5539.92
237,服装_237,服装,136.83
238,食品_238,食品,249.19
239,电脑_239,电脑,16867.62
240,家电_240,家电,7861.18
241,食品_241,食品,153.83
242,服装_242,服装,637.68
243,手机_243,手机,13130.29
244,耳机_244,耳机,1799.86
245,耳机_245,耳机,1706.79
246,耳机_246,耳机,2442.37
247,食品_247,食品,108.31
248,电脑_248,电脑,6454.01
249,家电_249,家电,3278.86
250,服装_250,服装,640.78
251,食品_251,食品,222.63
252,家电_252,家电,1790.79
253,家电_253,家电,4345.95
254,服装_254,服装,943.57
255,电脑_255,电脑,13337.26
256,食品_256,食品,241.31
257,手机_257,手机,11159.68
258,服装_258,服装,704.98
259,食品_259,食品,15.55
260,食品_260,食品,142.03
261,电脑_261,电脑,14458.25
262,电脑_262,电脑,6062.04
263,手机_263,手机,12250.58
264,食品_264,食品,150.68
265,家电_265,家电,9058.24
266,食品_266,食品,33.16
267,手机_267,手机,7030.0
268,耳机_268,耳机,2938.84
269,家电_269,家电,5877.16
270,家电_270,家电,3464.59
271,食品_271,食品,248.87
272,电脑_272,电脑,11169.33
273,食品_273,食品,220.83
274,服装_274,服装,745.24
275,电脑_275,电脑,7375.34
276,食品_276,食品,156.85
277,耳机_277,耳机,2829.31
278,家电_278,家电,6739.91
279,食品_279,食品,74.22
280,电脑_280,电脑,15412.62
281,食品_281,食品,290.3
282,耳机_282,耳机,1849.29
283,手机_283,手机,13606.91
284,食品_284,食品,256.79
285,手机_285,手机,3712.99
286,电脑_286,电脑,9011.36
287,食品_287,食品,175.18
288,手机_288,手机,8066.08
289,服装_289,服装,102.02
290,电脑_290,电脑,7121.39
291,服装_291,服装,427.31
292,家电_292,家电,9552.36
293,食品_293,食品,277.78
294,手机_294,手机,9463.76
295,服装_295,服装,691.44
296,耳机_296,耳机,2176.76
297,家电_297,家电,3355.01
298,手机_298,手机,4413.79
299,食品_299,食品,128.15
300,耳机_300,耳机,988.2
301,服装_301,服装,376.0
302,耳机_302,耳机,249.62
303,手机_303,手机,9435.06
304,服装_304,服装,576.9
305,服装_305,服装,698.28
306,食品_306,食品,73.28
307,耳机_307,耳机,2063.61
308,电脑_308,电脑,14974.23
309,家电_309,家电,7113.48
310,家电_310,家电,1691.54
311,电脑_311,电脑,16046.44
312,耳机_312,耳机,1587.24
313,电脑_313,电脑,10466.55
314,耳机_314,耳机,219.45
315,耳机_315,耳机,2882.22
316,耳机_316,耳机,2961.39
317,服装_317,服装,488.85
318,耳机_318,耳机,2501.47
319,手机_319,手机,14983.83
320,耳机_320,耳机,355.95
321,手机_321,手机,14520.04
322,电脑_322,电脑,12127.8
323,家电_323,家电,8057.33
324,电脑_324,电脑,7300.22
325,手机_325,手机,3464.28
326,服装_326,服装,487.48
327,家电_327,家电,4497.12
328,家电_328,家电,2021.61
329,电脑_329,电脑,16317.53
330,耳机_330,耳机,609.81
331,食品_331,食品,50.83
332,电脑_332,电脑,6871.07
333,食品_333,食品,81.55
334,食品_334,食品,229.46
335,耳机_335,耳机,895.68
336,电脑_336,电脑,4238.43
337,电脑_337,电脑,4746.36
338,耳机_338,耳机,262.74
339,电脑_339,电脑,15470.17
340,家电_340,家电,5541.39
341,服装_341,服装,612.91
342,手机_342,手机,8426.09
343,电脑_343,电脑,8169.55
344,服装_344,服装,859.91
345,电脑_345,电脑,10946.66
346,手机_346,手机,4785.28
347,手机_347,手机,4365.53
348,食品_348,食品,241.09
349,耳机_349,耳机,1411.37
350,手机_350,手机,9714.48
351,家电_351,家电,5139.45
352,电脑_352,电脑,14853.46
353,服装_353,服装,900.69
354,电脑_354,电脑,16121.46
355,食品_355,食品,162.8
356,家电_356,家电,7688.06
357,手机_357,手机,7523.09
358,电脑_358,电脑,15728.11
359,家电_359,家电,3766.2
360,食品_360,食品,80.55
361,食品_361,食品,64.46
362,耳机_362,耳机,638.1
363,食品_363,食品,257.12
364,家电_364,家电,3426.31
365,手机_365,手机,11744.07
366,服装_366,服装,70.63
367,食品_367,食品,100.8
368,手机_368,手机,5724.79
369,食品_369,食品,66.15
370,电脑_370,电脑,14691.5
371,耳机_371,耳机,1200.04
372,手机_372,手机,11981.55
373,手机_373,手机,14555.6
374,服装_374,服装,982.74
375,电脑_375,电脑,11220.68
376,手机_376,手机,6162.51
377,家电_377,家电,4417.94
378,耳机_378,耳机,2489.06
379,家电_379,家电,3551.81
380,手机_380,手机,5247.81
381,家电_381,家电,6244.76
382,服装_382,服装,816.87
383,手机_383,手机,10603.43
384,食品_384,食品,85.87
385,服装_385,服装,888.23
386,家电_386,家电,3399.0
387,手机_387,手机,4811.94
388,家电_388,家电,8523.43
389,电脑_389,电脑,19266.79
390,服装_390,服装,885.03
391,电脑_391,电脑,15463.03
392,手机_392,手机,4905.22
393,食品_393,食品,206.92
394,食品_394,食品,102.22
395,耳机_395,耳机,1378.18
396,耳机_396,耳机,1911.82
397,家电_397,家电,7007.01
398,耳机_398,耳机,1856.76
399,电脑_399,电脑,13541.9
400,手机_400,手机,10378.87
401,手机_401,手机,8686.0
402,家电_402,家电,1398.92
403,手机_403,手机,10237.47
404,服装_404,服装,707.9
405,耳机_405,耳机,1867.39
406,电脑_406,电脑,15998.34
407,服装_407,服装,272.19
408,耳机_408,耳机,2888.33
409,食品_409,食品,211.9
410,服装_410,服装,926.68
411,食品_411,食品,260.75
412,食品_412,食品,150.6
413,电脑_413,电脑,4307.24
414,服装_414,服装,476.82
415,电脑_415,电脑,15647.41
416,家电_416,家电,7555.23
417,手机_417,手机,12628.08
418,手机_418,手机,7050.05
419,服装_419,服装,217.11
420,电脑_420,电脑,11929.74
421,手机_421,手机,12474.19
422,耳机_422,耳机,1832.0
423,耳机_423,耳机,1960.84
424,耳机_424,耳机,409.72
425,食品_425,食品,81.57
426,手机_426,手机,5122.64
427,服装_427,服装,319.12
428,手机_428,手机,12126.95
429,手机_429,手机,14836.01
430,服装_430,服装,281.72
431,食品_431,食品,225.8
432,手机_432,手机,12633.08
433,家电_433,家电,3596.67
434,家电_434,家电,2516.41
435,电脑_435,电脑,11456.89
436,手机_436,手机,13781.49
437,手机_437,手机,8198.97
438,手机_438,手机,8639.75
439,手机_439,手机,9102.14
440,手机_440,手机,5380.64
441,服装_441,服装,136.67
442,家电_442,家电,8150.18
443,服装_443,服装,569.25
444,手机_444,手机,10675.35
445,家电_445,家电,7908.0
446,手机_446,手机,4082.44
447,耳机_447,耳机,2406.99
448,服装_448,服装,856.15
449,电脑_449,电脑,11411.13
450,电脑_450,电脑,18041.59
451,家电_451,家电,795.28
452,手机_452,手机,5711.39
453,服装_453,服装,750.2
454,食品_454,食品,140.42
455,食品_455,食品,61.67
456,耳机_456,耳机,2328.87
457,食品_457,食品,81.98
458,电脑_458,电脑,10945.7
459,食品_459,食品,59.97
460,服装_460,服装,324.85
461,服装_461,服装,747.35
462,家电_462,家电,4695.96
463,服装_463,服装,653.92
464,家电_464,家电,1743.09
465,服装_465,服装,260.64
466,食品_466,食品,98.59
467,家电_467,家电,9590.18
468,手机_468,手机,4074.1
469,手机_469,手机,13776.15
470,耳机_470,耳机,335.55
471,食品_471,食品,178.95
472,电脑_472,电脑,19809.05
473,耳机_473,耳机,1140.37
474,电脑_474,电脑,10744.15
475,手机_475,手机,8041.26
476,电脑_476,电脑,9568.9
477,电脑_477,电脑,6193.71
478,手机_478,手机,5144.34
479,服装_479,服装,172.51
480,服装_480,服装,440.02
481,电脑_481,电脑,15450.61
482,服装_482,服装,501.08
483,服装_483,服装,719.38
484,食品_484,食品,109.46
485,家电_485,家电,4303.47
486,服装_486,服装,76.95
487,手机_487,手机,10295.97
488,食品_488,食品,169.55
489,服装_489,服装,817.11
490,食品_490,食品,211.33
491,手机_491,手机,12910.38
492,手机_492,手机,9411.98
493,家电_493,家电,1553.7
494,电脑_494,电脑,14530.79
495,服装_495,服装,981.15
496,电脑_496,电脑,6657.92
497,家电_497,家电,5299.32
498,手机_498,手机,4778.24
499,服装_499,服装,335.98
500,手机_500,手机,3784.54
