item_id,order_id,product_id,quantity,item_amount
90,39,1,2,4118.2
91,39,2,1,8987.28
92,39,412,3,521.05
93,39,295,1,797.42
94,40,1,2,4118.2
95,40,2,2,17974.56
96,40,7,2,15351.0
97,40,295,2,1594.84
98,40,412,5,868.42
99,41,92,5,1177.26
100,42,92,2,470.91
101,42,55,2,1692.12
102,43,8,1,1597.96
103,43,92,4,941.81
104,43,55,2,1692.12
105,44,8,1,1597.96
106,44,92,3,706.36
107,44,5,2,127.91
108,44,55,1,846.06
109,45,5,1,63.95
110,45,7,1,6220.11
111,45,8,2,3195.92
112,45,55,2,1692.12
113,45,92,2,470.91
114,46,21,5,901.64
115,47,471,5,834.01
116,48,27,1,827.27
117,48,471,6,1000.82
118,49,9,1,16804.29
119,49,27,2,1654.55
120,49,471,4,667.21
121,50,10,1,98.24
122,51,8,2,3683.22
123,51,10,1,98.24
124,52,396,2,4285.89
125,53,10,3,306.71
126,53,396,2,4285.89
127,54,273,6,1130.32
128,55,10,3,273.05
129,56,193,1,8150.36
130,56,10,2,182.03
131,57,199,2,12928.57
132,58,8,1,2024.61
133,58,199,1,6464.29
134,59,8,2,4049.23
135,59,7,2,15761.72
136,59,199,1,6464.29
137,60,8,2,4049.23
138,60,199,2,12928.57
139,60,356,2,18207.33
140,60,7,1,7880.86
141,61,356,2,18207.33
142,61,5,2,162.06
143,61,7,1,7880.86
144,61,8,2,4049.23
145,61,199,2,12928.57
146,62,4,2,79.12
147,63,2,2,18119.35
148,63,4,3,118.69
149,64,322,2,22199.22
150,65,65,2,4470.58
151,65,322,2,22199.22
152,66,65,1,2235.29
153,66,322,2,22199.22
154,66,250,3,1759.37
155,67,3,2,1725.98
156,68,3,2,1725.98
157,68,6,1,20056.47
158,69,448,1,909.38
159,69,3,1,862.99
160,69,6,1,20056.47
161,70,448,1,909.38
162,70,3,1,862.99
163,70,205,1,4414.57
164,70,6,2,40112.93
165,71,448,2,1818.75
166,71,3,1,862.99
167,71,6,2,40112.93
168,71,205,2,8829.14
169,71,216,2,1370.67
170,72,2,1,8352.26
171,73,2,1,8352.26
172,73,356,2,16479.91
173,74,2,1,8352.26
174,74,356,2,16479.91
175,74,5,1,73.34
176,75,5,3,188.29
177,76,9,1,14872.68
178,77,9,1,14872.68
179,77,118,1,11956.58
180,78,368,1,6364.77
181,79,368,1,6364.77
182,79,8,1,1900.93
183,80,368,1,6364.77
184,80,8,1,1900.93
185,80,9,2,40086.87
186,81,265,1,9624.95
187,82,478,1,6054.54
188,83,3,2,1912.47
189,83,478,1,6054.54
190,84,352,2,34963.03
191,84,3,2,1912.47
192,84,478,1,6054.54
193,85,352,1,17481.52
194,85,3,2,1912.47
195,85,452,1,6721.92
196,85,478,1,6054.54
197,86,1,1,2130.59
198,87,1,2,4261.17
199,87,5,1,81.66
200,88,1,2,4261.17
201,88,5,2,163.32
202,89,6,2,39471.45
203,90,4,2,71.14
204,90,6,1,19735.72
205,91,4,4,142.27
206,91,6,2,39471.45
207,92,2,2,15063.65
208,93,2,2,15063.65
209,93,302,1,241.26
210,94,2,2,15063.65
211,94,5,2,132.28
212,94,302,2,482.52
213,95,8,2,3305.04
214,95,2,1,7531.82
215,95,5,3,198.41
216,95,302,2,482.52
217,96,2,2,15063.65
218,96,5,2,132.28
219,96,8,2,3305.04
220,96,302,2,482.52
221,96,437,1,7924.35
222,97,230,2,131.51
223,98,93,5,944.82
224,98,230,1,65.76
225,99,90,2,17607.1
226,99,93,3,566.89
227,99,230,1,65.76
228,100,441,1,137.29
229,100,90,1,8803.55
230,100,93,5,944.82
231,100,230,1,65.76
232,101,230,3,197.27
233,101,10,3,274.87
234,101,441,1,137.29
235,101,90,1,8803.55
236,101,93,3,566.89
237,102,1,1,1578.67
238,103,1,2,3157.34
239,103,356,2,13595.45
240,104,1,1,1578.67
241,104,2,1,6890.37
242,104,356,1,6797.72
243,105,3,2,1553.82
244,106,3,2,1553.82
245,106,391,1,14786.04
246,107,216,1,616.97
247,107,3,1,776.91
248,107,391,1,14786.04
249,108,6,1,17347.6
250,109,2,1,7159.37
251,109,6,2,34695.21
252,110,2,1,7159.37
253,110,5,3,188.6
254,110,6,1,17347.6
255,111,2,1,7159.37
256,111,36,1,250.44
257,111,5,2,125.73
258,111,6,2,34695.21
259,112,2,2,14318.75
260,112,36,1,250.44
261,112,5,3,188.6
262,112,6,1,17347.6
263,112,284,6,1415.5
264,113,310,1,1410.22
265,114,7,2,11297.74
266,115,276,2,341.98
267,116,276,6,1025.94
268,116,335,1,976.43
269,117,276,4,683.96
270,117,4,3,111.29
271,117,335,1,976.43
272,118,5,3,223.8
273,118,276,3,512.97
274,118,4,2,74.2
275,118,335,2,1952.86
276,119,3,1,885.73
277,119,4,2,74.2
278,119,5,1,74.6
279,119,335,2,1952.86
280,119,276,6,1025.94
281,120,170,1,6105.02
282,121,170,2,12210.03
283,121,2,1,8889.18
284,122,170,2,12210.03
285,122,2,2,17778.36
286,122,382,1,931.79
287,123,94,2,11945.26
288,123,170,1,6105.02
289,123,2,2,17778.36
290,123,382,1,931.79
291,124,4,3,116.23
292,125,1,2,4065.51
293,125,4,6,232.46
294,126,1,1,2032.75
295,126,4,2,77.49
296,126,68,2,14646.85
297,127,413,1,4739.23
298,128,3,2,1787.93
299,128,413,2,9478.45
300,129,1,2,3929.01
301,129,3,2,1787.93
302,129,413,1,4739.23
303,130,4,2,67.06
304,131,73,5,669.67
305,131,4,2,67.06
306,132,1,2,4120.63
307,133,1,1,2060.31
308,134,329,1,18829.66
309,134,1,1,2060.31
310,135,3,2,1883.67
311,136,3,1,941.84
312,136,5,3,237.97
313,137,3,1,941.84
314,137,69,1,1886.34
315,137,5,2,158.65
316,138,5,2,158.65
317,138,3,1,941.84
318,138,69,1,1886.34
319,139,4,4,112.37
320,140,4,5,140.46
321,141,8,2,2841.87
322,142,8,1,1420.93
323,142,284,3,640.22
324,143,8,1,1420.93
325,143,396,1,1588.83
326,143,284,2,426.81
327,144,8,2,2841.87
328,144,5,2,113.74
329,144,396,2,3177.67
330,144,284,2,426.81
331,145,1,2,2967.61
332,145,5,1,56.87
333,145,8,1,1420.93
334,145,396,1,1588.83
335,145,284,3,640.22
336,146,9,2,37092.07
337,147,7,1,7938.72
338,148,5,3,244.87
339,148,7,2,15877.43
340,149,375,2,18639.73
341,150,1,1,1482.98
342,150,375,1,9319.87
343,151,191,1,2306.33
344,152,10,1,98.78
345,152,191,1,2306.33
346,153,159,1,5763.54
347,153,10,2,197.56
348,153,191,1,2306.33
349,154,191,1,2306.33
350,154,10,2,197.56
351,154,159,1,5763.54
352,155,159,1,5763.54
353,155,10,3,296.34
354,155,156,1,2687.66
355,155,191,2,4612.65
356,156,9,1,18618.58
357,157,9,2,37237.15
358,157,7,1,6873.4
359,158,260,3,467.63
360,159,7,2,14078.28
361,160,1,1,1888.39
362,160,7,1,7039.14
363,161,1,2,3776.77
364,161,139,2,1400.62
365,161,7,1,7039.14
366,162,1,1,1888.39
367,162,2,2,16484.33
368,162,139,1,700.31
369,162,7,1,7039.14
370,163,1,1,1888.39
371,163,2,1,8242.16
372,163,484,6,694.63
373,163,7,1,7039.14
374,163,139,1,700.31
375,164,6,1,20947.2
376,165,209,1,1056.09
377,165,6,1,20947.2
378,166,8,2,3793.49
379,166,209,2,2112.19
380,166,6,1,20947.2
381,167,8,1,1896.74
382,167,209,1,1056.09
383,167,6,1,20947.2
384,168,7,2,10913.63
385,169,201,2,28502.28
386,169,7,1,5456.82
387,170,201,2,28502.28
388,170,1,1,1463.9
389,170,7,1,5456.82
390,171,201,1,14251.14
391,171,460,2,532.69
392,171,1,2,2927.79
393,171,7,1,5456.82
394,172,8,1,1803.38
395,173,1,1,1503.39
396,174,1,2,3006.78
397,174,135,4,1002.79
398,175,1,2,3006.78
399,175,276,2,264.14
400,175,135,2,501.39
401,176,274,2,1353.07
402,177,8,2,3104.33
403,177,274,3,2029.61
404,178,5,3,200.62
405,179,267,1,6870.0
406,179,5,1,66.87
407,180,3,2,1587.98
408,180,267,1,6870.0
409,180,5,3,200.62
410,181,10,1,104.82
411,182,9,2,41435.3
412,182,10,3,314.45
413,183,3,2,1703.9
414,184,3,1,851.95
415,184,443,3,1790.71
416,185,7,2,14464.2
417,186,110,1,18501.19
418,186,7,1,7232.1
419,187,189,5,1311.84
420,188,29,2,12990.06
421,189,29,2,12990.06
422,189,254,1,1047.6
423,190,12,3,2608.6
424,190,29,1,6495.03
425,190,254,1,1047.6
426,191,5,1,75.97
427,191,12,2,1739.07
428,191,29,1,6495.03
429,191,254,1,1047.6
430,192,2,1,8651.97
431,192,5,1,75.97
432,192,12,1,869.53
433,192,29,2,12990.06
434,192,254,2,2095.19
435,193,1,2,3669.71
436,194,414,2,985.7
437,195,3,1,839.79
438,195,414,3,1478.55
439,196,1,1,1845.46
440,196,3,2,1679.58
441,196,414,2,985.7
442,197,384,4,367.22
443,198,384,4,367.22
444,198,7,2,14230.65
445,199,384,3,275.41
446,199,306,2,156.69
447,199,7,1,7115.33
448,200,384,5,459.02
449,200,306,3,235.03
450,200,437,1,8765.56
451,200,7,2,14230.65
452,201,384,2,183.61
453,201,385,3,2848.83
454,201,7,1,7115.33
455,201,306,6,470.06
456,201,437,1,8765.56
457,202,61,1,5517.87
458,203,61,1,5517.87
459,203,7,1,7951.96
460,204,166,3,198.28
461,205,166,5,330.47
462,205,7,1,7238.43
463,206,129,2,9279.8
464,206,166,5,330.47
465,206,7,2,14476.87
466,207,129,2,9279.8
467,207,9,1,19607.36
468,207,166,6,396.56
469,207,7,1,7238.43
470,208,3,2,1676.43
471,209,136,1,9070.45
472,209,3,1,838.21
473,210,136,1,9070.45
474,210,3,1,838.21
475,210,397,1,7228.94
476,211,136,1,9070.45
477,211,3,2,1676.43
478,211,397,1,7228.94
479,211,7,2,13732.38
480,212,8,1,1903.02
481,213,8,1,1903.02
482,213,415,1,17415.81
483,214,8,2,3806.05
484,214,328,1,2250.08
485,214,415,2,34831.62
486,215,8,1,1903.02
487,215,106,2,42172.83
488,215,328,2,4500.17
489,215,415,2,34831.62
490,216,3,1,904.3
491,216,8,1,1903.02
492,216,328,1,2250.08
493,216,106,2,42172.83
494,216,415,2,34831.62
495,217,4,3,83.79
496,218,1,1,1434.56
497,219,8,2,2747.55
498,219,1,2,2869.12
499,220,2,1,8496.11
500,221,2,2,16992.21
501,221,483,1,784.3
502,222,112,2,2977.18
503,222,2,2,16992.21
504,222,483,1,784.3
505,223,112,1,1488.59
506,223,2,2,16992.21
507,223,483,1,784.3
508,223,6,1,20586.59
509,224,2,2,15087.28
510,225,2,1,7543.64
511,226,2,2,15087.28
512,226,254,1,913.4
513,227,1,1,1728.34
514,227,2,2,15087.28
515,227,254,3,2740.19
516,228,1,2,3456.69
517,228,2,2,15087.28
518,228,254,3,2740.19
519,229,195,1,5678.74
520,230,8,1,1372.43
521,230,195,1,5678.74
522,231,8,2,2744.85
523,231,2,2,12510.43
524,231,195,2,11357.49
525,232,8,1,1372.43
526,232,2,1,6255.22
527,232,195,1,5678.74
528,232,298,1,3542.89
529,233,2,1,6255.22
530,233,195,2,11357.49
531,233,5,1,54.93
532,233,8,1,1372.43
533,233,298,1,3542.89
534,234,492,1,8963.58
535,235,242,2,1472.02
536,236,393,5,903.57
537,237,393,2,361.43
538,237,278,1,5886.31
539,238,393,6,1084.28
540,238,100,1,8524.3
541,238,278,1,5886.31
542,239,3,1,920.71
543,240,3,1,920.71
544,241,3,1,920.71
545,241,270,2,7852.18
546,242,97,1,2130.76
547,242,3,2,1841.41
548,242,270,1,3926.09
549,243,97,1,2130.76
550,243,3,1,920.71
551,243,270,1,3926.09
552,244,2,1,9158.69
553,245,2,1,9158.69
554,245,6,2,44384.15
555,246,2,1,9158.69
556,246,101,2,3499.18
557,246,6,2,44384.15
558,247,2,1,9158.69
559,247,101,1,1749.59
560,247,6,1,22192.07
561,247,254,3,3326.85
562,248,2,1,9158.69
563,248,101,1,1749.59
564,248,6,2,44384.15
565,248,10,2,214.39
566,248,254,1,1108.95
567,249,407,1,222.47
568,250,33,2,2496.6
569,250,407,2,444.94
570,251,33,2,2496.6
571,251,2,2,12738.72
572,251,407,1,222.47
573,252,128,1,1762.4
574,253,4,6,191.31
575,254,80,1,11244.25
576,254,4,4,127.54
577,255,80,1,11244.25
578,255,418,1,6605.68
579,255,4,2,63.77
580,256,80,1,11244.25
581,256,418,1,6605.68
582,256,3,1,761.27
583,256,4,2,63.77
584,257,418,1,6605.68
585,257,3,2,1522.54
586,257,4,6,191.31
587,257,80,1,11244.25
588,257,471,4,670.68
589,258,7,1,6371.71
590,259,49,1,1641.04
591,259,7,2,12743.42
592,260,49,2,3282.07
593,260,9,2,34519.18
594,260,7,2,12743.42
595,261,49,2,3282.07
596,261,132,1,2764.05
597,261,9,1,17259.59
598,261,7,1,6371.71
599,262,2,2,14921.33
600,262,132,1,2764.05
601,262,7,1,6371.71
602,262,9,2,34519.18
603,262,49,1,1641.04
604,263,3,1,914.1
605,264,3,2,1828.19
606,264,135,2,669.93
607,265,3,2,1828.19
608,265,4,6,229.72
609,265,135,5,1674.83
610,266,3,1,914.1
611,266,4,2,76.57
612,266,135,4,1339.87
613,267,101,2,2510.8
614,268,211,1,11867.23
615,268,101,2,2510.8
616,269,336,1,3574.29
617,269,211,1,11867.23
618,269,101,1,1255.4
619,270,336,1,3574.29
620,270,211,1,11867.23
621,270,4,4,114.79
622,270,101,1,1255.4
623,271,384,5,392.69
624,272,384,4,314.15
625,272,306,4,268.09
626,273,285,1,3085.69
627,274,136,1,7306.61
628,274,285,1,3085.69
629,275,78,1,11404.7
630,276,353,1,836.14
631,276,78,1,11404.7
632,277,353,3,2508.41
633,277,132,1,2680.2
634,277,78,1,11404.7
635,278,353,3,2508.41
636,278,58,1,938.46
637,278,132,1,2680.2
638,278,78,1,11404.7
639,279,224,1,7064.62
640,279,353,3,2508.41
641,279,132,2,5360.4
642,279,78,1,11404.7
643,279,58,1,938.46
644,280,3,1,757.66
645,281,3,1,757.66
646,281,406,2,29837.85
647,282,3,2,1515.32
648,282,406,2,29837.85
649,282,351,1,4792.69
650,283,3,1,757.66
651,283,7,2,12412.71
652,283,406,2,29837.85
653,283,351,2,9585.38
654,284,3,2,1374.15
655,285,3,1,687.07
656,285,246,1,2065.39
657,286,3,1,687.07
658,286,5,3,173.6
659,286,246,2,4130.79
660,287,3,2,1374.15
661,287,5,1,57.87
662,287,246,2,4130.79
663,288,414,1,414.0
664,289,9,2,31306.06
665,289,414,2,828.01
666,290,2,2,15570.84
667,291,161,1,1813.39
668,292,161,1,1813.39
669,292,197,6,833.1
670,293,161,1,1813.39
671,293,410,1,1010.68
672,293,197,6,833.1
673,294,160,1,2107.65
674,294,161,1,1813.39
675,294,410,2,2021.37
676,294,197,6,833.1
677,295,1,2,3931.91
678,296,1,1,1965.95
679,296,2,2,17161.45
680,297,1,1,1965.95
681,297,2,1,8580.72
682,298,1,1,1965.95
683,298,2,2,17161.45
684,298,356,2,16930.7
685,299,1,1,1965.95
686,299,2,2,17161.45
687,299,10,3,301.29
688,299,356,2,16930.7
689,300,1,1,2013.66
690,301,1,2,4027.32
691,301,9,1,20332.47
692,302,280,1,16653.91
693,303,280,2,33307.82
694,303,345,2,23656.55
695,304,280,1,16653.91
696,304,345,2,23656.55
697,304,10,3,295.67
698,305,136,1,7817.19
699,306,136,1,7817.19
700,306,2,2,13857.65
701,307,136,1,7817.19
702,307,2,2,13857.65
703,307,270,2,6160.92
704,308,136,1,7817.19
705,308,8,1,1520.22
706,308,2,2,13857.65
707,308,270,1,3080.46
708,309,2,1,6928.82
709,309,136,1,7817.19
710,309,8,2,3040.44
711,309,170,2,9517.32
712,309,270,2,6160.92
713,310,7,1,6645.38
714,311,6,1,18854.1
715,311,7,1,6645.38
716,312,44,2,559.86
717,312,6,1,18854.1
718,312,7,1,6645.38
719,313,9,1,18000.91
720,313,44,3,839.78
721,313,6,1,18854.1
722,313,7,2,13290.76
723,314,9,2,36001.81
724,314,44,6,1679.57
725,314,6,1,18854.1
726,314,7,2,13290.76
727,315,9,2,33444.99
728,316,9,2,33444.99
729,316,2,2,14457.0
730,317,9,1,16722.49
731,317,2,1,7228.5
732,317,183,1,820.33
733,318,488,3,471.81
734,318,9,1,16722.49
735,318,2,2,14457.0
736,318,183,3,2461.0
737,319,2,2,14457.0
738,319,488,2,314.54
739,319,9,1,16722.49
740,319,213,1,1266.82
741,319,183,1,820.33
742,320,444,1,9193.89
743,321,378,1,2143.64
744,321,444,1,9193.89
745,322,378,1,2143.64
746,322,419,2,373.96
747,322,444,1,9193.89
748,323,378,1,2143.64
749,323,419,3,560.94
750,323,444,1,9193.89
751,323,322,1,10444.77
752,324,1,2,4023.13
753,325,1,2,3853.93
754,326,1,2,3853.93
755,326,7,1,7182.94
756,327,1,2,3853.93
757,327,9,2,38914.08
758,327,7,1,7182.94
759,328,8,1,1704.77
760,329,8,2,3409.54
761,329,386,1,3389.02
762,330,141,3,409.19
763,331,9,2,33779.66
764,331,141,2,272.8
765,332,8,2,3203.68
766,332,9,1,16889.83
767,332,141,3,409.19
768,333,8,2,3391.36
769,334,8,1,1695.68
770,334,1,1,1770.7
771,335,8,1,1695.68
772,335,1,2,3541.41
773,335,9,1,17879.27
774,336,8,2,3391.36
775,336,1,2,3541.41
776,336,9,2,35758.53
777,336,6,1,18726.69
778,337,1,2,3541.41
779,337,6,1,18726.69
780,337,8,2,3391.36
781,337,9,1,17879.27
782,337,411,3,775.79
783,338,6,1,20088.85
784,339,441,1,145.4
785,339,6,1,20088.85
786,340,441,3,436.2
787,340,5,3,218.41
788,340,6,1,20088.85
789,341,4,4,157.0
790,342,4,2,78.5
791,342,183,1,1020.01
792,343,2,1,8987.94
793,343,4,6,235.49
794,343,183,1,1020.01
795,344,4,3,114.41
796,345,4,5,190.69
797,345,429,1,16626.53
798,346,10,3,306.65
799,346,4,3,114.41
800,346,429,1,16626.53
801,347,496,2,14922.9
802,347,10,3,306.65
803,347,4,4,152.55
804,347,429,1,16626.53
805,348,6,1,17428.91
806,349,10,2,168.38
807,349,6,1,17428.91
808,350,5,3,236.5
809,351,5,1,78.83
810,351,6,2,43506.04
811,352,223,2,150.11
812,353,3,1,740.73
813,354,1,2,3255.55
814,354,3,1,740.73
815,355,1,2,3255.55
816,355,3,1,740.73
817,355,465,1,237.62
818,356,1,1,1627.77
819,356,210,2,6899.11
820,356,3,2,1481.47
821,356,465,1,237.62
822,357,1,1,1627.77
823,357,3,1,740.73
824,357,9,1,16436.06
825,357,465,1,237.62
826,357,210,2,6899.11
827,358,6,1,20537.33
828,359,29,1,6362.76
829,359,6,2,41074.66
830,360,383,1,9388.96
831,361,72,2,7094.15
832,361,383,1,9388.96
833,362,72,1,3547.07
834,362,9,1,15963.2
835,362,383,1,9388.96
836,363,72,2,7094.15
837,363,9,1,15963.2
838,363,1,2,3161.89
839,363,383,1,9388.96
840,364,1,2,3161.89
841,364,455,5,273.03
842,364,72,2,7094.15
843,364,9,2,31926.4
844,364,383,1,9388.96
845,365,1,1,1573.32
846,366,1,2,3146.64
847,366,436,1,12144.18
848,367,442,1,6782.48
849,368,3,2,1909.82
850,369,97,2,3086.6
851,370,97,1,1543.3
852,370,331,6,250.32
853,371,1,2,2880.73
854,372,464,2,2812.4
855,372,1,2,2880.73
856,373,464,1,1406.2
857,373,1,2,2880.73
858,373,8,2,2758.67
859,374,2,2,13337.08
860,375,2,2,13337.08
861,375,428,1,10377.35
862,376,2,1,6668.54
863,376,428,1,10377.35
864,376,5,1,58.56
865,377,369,5,281.7
866,378,369,6,338.04
867,378,1,1,1520.64
868,379,369,6,338.04
869,379,1,2,3041.29
870,379,9,2,30708.66
871,380,369,4,225.36
872,380,188,1,10718.61
873,380,1,2,3041.29
874,380,9,1,15354.33
875,381,1,2,3041.29
876,381,9,2,30708.66
877,381,369,5,281.7
878,381,149,4,940.03
879,381,188,1,10718.61
880,382,1,1,1891.5
881,383,1,2,3782.99
882,383,203,2,15389.41
883,384,1,2,3782.99
884,384,203,1,7694.71
885,384,403,1,10845.59
886,385,1,1,1891.5
887,385,203,1,7694.71
888,385,403,1,10845.59
889,385,7,2,14101.48
890,386,6,2,30877.76
891,387,5,3,235.56
892,388,5,1,78.52
893,388,279,6,510.98
894,389,2,2,13387.89
895,390,8,1,1468.69
896,390,2,2,13387.89
897,391,8,1,1468.69
898,391,2,2,13387.89
899,391,7,1,5716.9
900,392,8,1,1468.69
901,392,2,2,13387.89
902,392,7,2,11433.8
903,393,8,1,1468.69
904,393,2,1,6693.95
905,393,4,5,146.16
906,393,7,2,11433.8
907,394,189,6,1861.99
908,395,323,2,18452.78
909,395,189,3,930.99
910,396,323,1,9226.39
911,396,189,3,930.99
912,396,7,2,15242.1
913,397,3,1,953.73
914,398,3,2,1907.46
915,398,5,2,160.65
916,399,8,2,4014.07
917,399,3,1,953.73
918,399,5,1,80.33
919,400,270,2,6938.84
920,401,142,1,13471.07
921,401,270,1,3469.42
922,402,69,2,3259.06
923,402,142,1,13471.07
924,402,270,1,3469.42
925,403,51,1,6968.59
926,403,69,1,1629.53
927,403,142,1,13471.07
928,403,270,2,6938.84
929,404,69,1,1629.53
930,404,142,1,13471.07
931,404,270,2,6938.84
932,404,112,1,1367.27
933,404,51,2,13937.18
934,405,9,2,31468.63
935,406,9,2,31468.63
936,406,7,1,5808.62
937,407,7,1,7108.87
938,408,356,1,8475.51
939,409,67,2,8860.14
940,409,356,1,8475.51
941,410,8,2,2786.34
942,411,8,1,1393.17
943,411,10,1,74.32
944,412,8,2,2786.34
945,412,10,1,74.32
946,412,28,1,1656.03
947,413,8,1,1393.17
948,413,169,1,460.13
949,413,10,3,222.96
950,413,28,2,3312.06
951,414,7,1,5422.95
952,414,8,1,1393.17
953,414,169,1,460.13
954,414,10,2,148.64
955,414,28,1,1656.03
956,415,2,1,7706.4
957,416,2,2,15412.8
958,416,3,1,803.47
959,417,1,2,3531.27
960,417,2,1,7706.4
961,417,3,2,1606.94
962,418,1,2,3531.27
963,418,2,2,15412.8
964,418,3,2,1606.94
965,419,1,1,1765.64
966,419,2,2,15412.8
967,419,3,1,803.47
968,420,6,2,32983.09
969,421,5,2,119.53
970,421,6,1,16491.54
971,422,4,5,165.19
972,423,432,1,11475.86
973,424,432,1,11475.86
974,424,3,2,1476.11
975,425,432,1,11475.86
976,425,3,2,1476.11
977,425,332,1,6241.66
978,426,8,2,2794.3
979,427,8,1,1397.15
980,427,5,2,111.83
981,428,8,2,2794.3
982,428,5,1,55.92
983,428,7,1,5438.44
984,429,8,2,2794.3
985,429,1,2,2917.93
986,429,5,2,111.83
987,429,7,1,5438.44
988,430,5,3,207.94
989,431,10,2,184.78
990,431,5,2,138.63
991,432,156,2,5168.64
992,433,156,1,2584.32
993,433,6,1,19663.5
994,434,156,2,5168.64
995,434,166,5,316.42
996,434,6,1,19663.5
997,435,1,1,1859.28
998,435,156,1,2584.32
999,435,166,3,189.85
1000,435,6,2,39326.99
1001,436,124,4,611.77
1002,437,452,1,5833.95
1003,437,124,6,917.66
1004,438,124,5,764.72
1005,438,1,1,1823.75
1006,438,452,1,5833.95
1007,439,1,2,3647.51
1008,439,452,1,5833.95
1009,439,124,4,611.77
1010,439,165,6,1377.38
1011,440,159,1,5208.43
1012,441,10,3,267.8
1013,441,159,1,5208.43
1014,442,10,3,267.8
1015,442,467,2,18771.66
1016,442,159,1,5208.43
1017,443,10,2,178.53
1018,443,467,2,18771.66
1019,443,302,2,488.6
1020,443,159,1,5208.43
1021,444,1,2,3979.5
1022,445,402,2,3246.63
1023,446,402,2,3246.63
1024,446,3,1,942.81
1025,447,402,1,1623.32
1026,447,3,1,942.81
1027,447,164,2,38797.5
1028,448,59,1,1237.81
1029,448,402,1,1623.32
1030,448,3,1,942.81
1031,448,164,1,19398.75
1032,449,3,1,942.81
1033,449,164,2,38797.5
1034,449,8,1,1984.05
1035,449,402,2,3246.63
1036,449,59,2,2475.61
1037,450,106,1,17330.15
1038,451,1,2,3266.45
1039,451,106,2,34660.31
1040,452,69,2,3060.86
1041,453,4,6,192.03
1042,453,69,2,3060.86
1043,454,73,2,315.71
1044,455,73,2,315.71
1045,455,169,2,1311.46
1046,456,136,1,10209.29
1047,456,73,5,789.27
1048,456,169,1,655.73
1049,457,4,4,156.7
1050,458,4,2,78.35
1051,458,55,1,1042.16
1052,459,487,1,11852.83
1053,459,4,6,235.05
1054,459,55,1,1042.16
1055,460,7,2,10854.88
1056,461,239,2,27510.88
1057,461,7,1,5427.44
1058,462,7,1,5427.44
1059,462,4,2,55.5
1060,462,239,1,13755.44
1061,463,5,3,179.21
1062,464,10,3,238.86
1063,464,5,1,59.74
1064,465,434,1,2196.67
1065,465,10,3,238.86
1066,465,5,3,179.21
1067,466,25,3,1297.66
1068,467,25,2,865.11
1069,467,2,2,15096.18
1070,468,25,1,432.55
1071,468,2,2,15096.18
1072,468,301,2,728.38
1073,469,19,1,848.57
1074,470,1,2,3363.32
1075,471,1,2,3363.32
1076,471,4,2,64.1
1077,472,1,2,3363.32
1078,472,4,3,96.16
1079,472,342,1,7936.32
1080,473,312,1,1315.05
1081,474,312,2,2630.11
1082,474,1,1,1479.27
1083,475,312,1,1315.05
1084,475,1,2,2958.53
1085,475,9,1,14936.54
1086,476,7,2,12656.44
1087,477,8,2,3251.47
1088,477,7,1,6328.22
1089,478,8,1,1625.74
1090,478,395,1,1310.43
1091,478,7,1,6328.22
